"serialNumberInserv","system_companyName","system_model","updated","system_installDate","capacity_total_sizeTiB","capacity_total_freePct","capacity_byType_fc_sizeTiB","capacity_byType_nl_sizeTiB","capacity_byType_ssd_sizeTiB","capacity_total_dedupeRatio","virtualCapacity_byType_tdvv_vvCount","virtualCapacity_byType_tdvv_sizeTiB"
"925","Sultan","7450c","2016-09-21 19:53:49","2015-02-24","418.828125","65.1893310546875","","","418.828125","","",""
"391","Aleksander Lukin","8450","2016-09-21 18:38:20","2016-01-05","111.71875","37.99650192260742","","","111.71875","1.2000000476837158","41","59.6572265625"
"838","Junkpile","7200c","2016-09-21 19:57:40","2015-08-11","161.15625","55.806427001953125","76.78125","63.46875","20.90625","4.900000095367432","3","1.640625"
"554","Super-Adaptoid","8200","2016-09-21 22:06:24","2015-10-02","69.82421875","38.55944061279297","","","69.82421875","1.5","56","68.34140624999999"
"1701","Vanguard","7450","2016-09-21 17:04:41","2015-01-24","79.875","7.208528995513916","","","79.875","","",""
"1598","Mister Doll","7440c","2016-09-21 18:15:03","2014-12-15","83.765625","54.3415412902832","","","83.765625","1.399999976158142","28","96.0"
"909","Marrina Smallwood","8200","2016-09-21 21:19:56","2015-12-13","225.109375","13.846567153930664","","169.265625","55.84375","1.2999999523162842","4","27.9"
"4117","Crusher","20450","2016-09-21 17:46:23","2016-04-01","223.4375","33.79545593261719","","","223.4375","","",""
"2967","N'Garai","7200","2016-03-16 14:56:19","2014-06-19","61.640625","62.78200149536133","51.1875","","10.453125","1.399999976158142","8","4.8609374999999995"
"1629","Madame MacEvil","7400","2016-09-21 16:56:33","2014-04-22","521.1875","34.89814376831055","409.5","","111.6875","1.100000023841858","1","0.0234375"
"3490","Foreigner","8450","2016-09-21 16:24:06","2016-07-12","111.71875","84.93006896972656","","","111.71875","","",""
"572","Bruiser","V400","2016-09-21 16:40:52","2012-04-07","1860.5625","32.78326416015625","622.78125","1184.53125","53.25","1.399999976158142","28","13.25390625"
"409","Captain Fate","7200","2016-09-21 21:52:15","2013-08-09","179.90625","36.15707015991211","77.9375","74.046875","27.921875","2.200000047683716","1","0.5859375"
"574","Crusher","7400","2016-09-21 20:01:46","2013-09-16","336.1015625","23.027708053588867","98.03125","190.40625","47.6640625","1.2999999523162842","3","8.4"
"307","Smart Alec","7200c","2016-09-21 18:52:23","2015-03-04","36.609375","31.135295867919922","26.15625","","10.453125","1.5","4","4.9640625"
"2782","Doctor Minerva","7200c","2016-09-21 17:41:50","2015-05-27","41.8125","65.69039916992188","","","41.8125","","",""
"2071","The Entity","7440c","2016-09-21 20:35:29","2015-07-08","139.609375","79.71880340576172","","","139.609375","","",""
"977","N'astirh","7400","2016-09-21 18:10:00","2014-11-18","93.671875","65.17097473144531","23.4453125","42.3046875","27.921875","1.100000023841858","6","5.3859375"
"3549","Beautiful Dreamer","8440","2016-09-21 20:41:28","2016-02-08","20.90625","29.624439239501953","","","20.90625","","",""
"1975","Torgo of Mekka","7450","2016-09-21 21:41:40","2015-03-24","139.609375","30.56519317626953","","","139.609375","1.600000023841858","6","40.6875"
"2767","Black King","7200","2016-09-21 19:49:12","2015-12-28","49.625","55.411678314208984","42.65625","","6.96875","1.100000023841858","1","2.879296875"
"2403","Hate-Monger","20450","2016-09-21 18:19:11","2016-02-16","670.3125","86.5052490234375","","","670.3125","1.100000023841858","89","43.480078125"
"950","Flint Marko","8200","2016-09-21 17:43:25","2015-10-27","41.8828125","49.7435188293457","","","41.8828125","1.7000000476837158","11","21.590625"
"1173","Gorilla-Man","8450","2016-09-21 18:14:18","2015-10-22","69.82421875","48.190208435058594","","","69.82421875","1.5","12","33.6"
"1379","Infant Terrible","7450","2016-09-21 21:07:36","2015-01-24","83.765625","34.22402572631836","","","83.765625","1.0","26","25.349999999999998"
"3911","Matador","8450","2016-09-21 18:35:28","2016-05-30","335.15625","84.68881225585938","","","335.15625","2.0999999046325684","4","8.43046875"
"69","Jessica Jones","8200","2016-09-21 16:10:30","2016-08-02","167.578125","58.963871002197266","","","167.578125","","",""
"686","Inertia","7200","2016-09-21 16:23:38","2014-03-27","68.0390625","27.193134307861328","57.5859375","","10.453125","1.5","6","0.69140625"
"449","Anvil","8200","2016-09-21 17:17:48","2015-12-02","63.375","19.948841094970703","","56.40625","6.96875","1.7000000476837158","1","1.2"
"224","Katie Power","8200","2016-09-21 16:23:43","2015-12-04","142.67578125","16.807666778564453","58.88671875","","83.7890625","1.2000000476837158","16","43.303125"
"3808","Unuscione","8400","2016-09-21 22:45:22","2016-05-19","223.4375","63.81293487548828","","","223.4375","","",""
"3276","Bentley Wittman","7400","2016-09-21 20:20:49","2014-12-19","502.59375","22.782207489013672","","","502.59375","","",""
"2629","Roulette","7450","2016-09-21 21:36:29","2014-11-05","349.1015625","24.211143493652344","","","349.1015625","","",""
"1485","Mark Scarlotti","8200","2016-09-21 22:03:20","2016-06-16","13.9375","82.10482025146484","","","13.9375","1.100000023841858","4","1.7578125"
"601","Albert","7400c","2016-09-21 20:26:22","2015-04-09","362.0625","30.078866958618164","253.546875","95.203125","13.3125","1.0","1","0.05859375"
"3027","Reptyl","7200","2016-09-21 23:12:25","2013-08-20","269.875","8.603520393371582","255.9375","","13.9375","1.2000000476837158","2","5.6812499999999995"
"88","Berzerker","7450","2016-09-21 20:32:47","2014-10-27","251.296875","30.999347686767578","","","251.296875","2.0999999046325684","8","76.8"
"2447","Space Phantom","7200c","2016-09-21 20:02:49","2015-11-16","6.96875","2.8307175636291504","","","6.96875","1.2999999523162842","3","8.4"
"3621","Punchout","7200c","2016-09-21 18:18:23","2015-12-11","68.0390625","76.36353302001953","26.15625","","41.8828125","1.7000000476837158","7","16.8"
"812","Mantra","20800","2016-09-21 19:28:30","2016-04-19","1675.78125","17.66410255432129","","","1675.78125","","",""
"3759","Mutant Master","7400c","2016-09-21 21:04:36","2016-05-05","167.53125","55.97603225708008","","","167.53125","2.299999952316284","2","4.8"
"771","Paladin","7400","2016-09-21 19:43:59","2014-01-21","457.78125","46.46392059326172","204.75","169.265625","83.765625","1.0","2","4.8"
"2827","Kem Horkus","8400","2016-09-21 17:46:11","2016-04-27","223.4375","40.98426818847656","","","223.4375","1.2999999523162842","38","110.60625"
"2472","Phat","8200","2016-09-13 06:38:30","2015-12-22","55.859375","44.48601150512695","","","55.859375","1.600000023841858","5","24.0"
"4326","Sally Blevins","8450","2016-09-21 16:49:03","2016-08-22","335.15625","89.67249298095703","","","335.15625","","",""
"880","Griffin","8400","2016-09-21 18:54:31","2016-06-07","125.68359375","7.939393997192383","","","125.68359375","1.2999999523162842","48","78.8859375"
"4083","Beautiful Dreamer","8440","2016-09-21 19:46:09","2016-03-14","20.90625","81.86659240722656","","","20.90625","","",""
"2148","Lunatik","7200","2016-09-21 23:23:08","2014-06-04","26.1640625","28.53090476989746","19.1953125","","6.96875","1.399999976158142","1","3.5999999999999996"
"3022","Gorr","8440","2016-09-21 20:42:26","2016-02-02","139.6484375","86.1860122680664","","","139.6484375","","",""
"1018","Harpy","8200","2016-09-21 17:21:48","2016-04-12","34.90234375","61.348628997802734","","","34.90234375","1.7999999523162842","5","12.703125"
"2902","William Stryker","8440","2016-09-21 23:35:32","2016-06-14","793.9453125","61.484134674072266","654.296875","","139.6484375","4.400000095367432","2","24.0"
"2616","Smuggler","7200c","2016-09-21 23:00:58","2015-10-23","32.5078125","68.04854583740234","19.1953125","","13.3125","1.7999999523162842","5","12.0328125"
"3836","Boost","8400","2016-08-18 09:19:03","2016-05-17","149.984375","9.213199615478516","122.0625","","27.921875","4.400000095367432","8","19.2"
"4185","Shola Inkosi","8200","2016-09-21 15:53:57","2016-03-18","34.90234375","0.36373811960220337","","","34.90234375","","",""
"4263","Melter","8400","2016-09-21 22:15:40","2016-05-13","83.765625","88.71012878417969","","","83.765625","1.0","1","0.0703125"
"56","Hardshell","V800","2016-09-21 20:00:29","2013-04-19","1476.25","25.085201263427734","955.5","451.25","69.5","","",""
"4300","Mordred","8200","2016-09-21 17:45:21","2016-07-20","27.921875","41.3612174987793","","","27.921875","","",""
"1314","Hyppokri","8450","2016-09-21 18:10:36","2016-02-09","279.296875","65.0055923461914","","","279.296875","1.2999999523162842","10","83.3859375"
"2643","Living Brain","7450","2016-09-21 22:52:28","2014-12-02","335.0625","49.61994171142578","","","335.0625","","",""
"215","Zarek","7450c","2016-09-21 19:35:16","2015-04-30","446.75","13.530445098876953","","","446.75","1.2999999523162842","51","235.2703125"
"2317","Mary Jane Parker","7400c","2016-09-21 20:51:41","2016-01-20","223.375","78.43714904785156","","","223.375","","",""
"292","Xandu","8200","2016-09-21 22:35:19","2016-07-25","388.90625","27.160003662109375","104.625","256.359375","27.921875","1.2999999523162842","1","0.5859375"
"975","Saint Anna","7400c","2016-09-21 18:13:28","2015-08-26","449.34375","61.10821533203125","153.5625","253.8984375","41.8828125","2.0","14","36.884765625"
"3364","Orka","7400c","2016-09-21 20:27:26","2015-02-04","104.70703125","41.55567932128906","","","104.70703125","","",""
"4179","Victor Mancha","7450","2016-09-21 20:06:36","2014-10-10","38.328125","88.17774200439453","","","38.328125","","",""
"3548","Sekhmet","7440c","2016-09-21 10:19:02","2015-09-07","139.609375","49.672637939453125","","","139.609375","","",""
"3085","Hardnose","7200c","2016-09-21 16:21:45","2015-02-26","17.421875","10.17937183380127","","","17.421875","1.2999999523162842","6","12.05859375"
"4133","Valkyrie","8440","2016-09-21 20:13:54","2016-08-15","347.546875","90.35651397705078","68.25","","279.296875","1.899999976158142","23","17.86875"
"2170","Larry Bodine","8200","2016-09-21 23:38:46","2016-06-16","41.8828125","44.14754867553711","","","41.8828125","1.2999999523162842","7","18.9375"
"2963","Necromantra","8200","2016-09-21 19:04:53","2016-04-07","41.8828125","61.998695373535156","","","41.8828125","","",""
"1181","Doorman","7450","2016-09-21 21:44:10","2014-10-28","111.6875","31.167808532714844","","","111.6875","1.5","15","79.2"
"1125","Copycat","7400","2016-09-21 19:10:05","2015-02-27","51.703125","54.97884750366211","38.390625","","13.3125","1.0","1","0.00234375"
"4460","Hussar","7400c","2016-09-21 17:14:22","2015-07-09","162.28125","77.9643325805664","78.515625","","83.765625","","",""
"2100","Dakota North","7200c","2016-09-21 18:15:13","2015-09-29","55.859375","16.72727394104004","","","55.859375","","",""
"2693","Gargouille","7450","2016-09-21 22:40:00","2014-04-15","17.34375","19.031532287597656","","","17.34375","","",""
"4014","St. John Allerdyce","8200","2016-09-21 19:34:21","2016-06-03","13.9375","60.0756721496582","","","13.9375","1.600000023841858","3","7.199999999999999"
"3550","Dragoness","7200c","2016-09-21 23:34:16","2015-10-21","10.453125","49.75709915161133","","","10.453125","1.5","5","5.0390625"
"4230","All-American","7200c","2016-09-21 16:43:06","2015-10-29","27.921875","0.9163402318954468","","","27.921875","","",""
"1949","Asmodeus","8400","2016-09-21 18:31:46","2016-05-12","167.578125","29.414918899536133","","","167.578125","1.5","46","128.00507812499998"
"456","Erik Josten","7440c","2016-09-21 16:19:59","2015-07-02","837.65625","67.39437866210938","","","837.65625","1.2999999523162842","64","777.6"
"731","Doctor Bong","8200","2016-09-21 17:00:43","2016-01-19","147.3984375","50.751312255859375","52.3125","84.6328125","10.453125","1.100000023841858","1","2.4"
"2249","Felicia Hardy","8440","2016-09-21 23:48:53","2016-07-27","279.296875","29.978322982788086","","","279.296875","","",""
"1475","Jackpot","8200","2016-09-21 23:50:42","2015-11-02","125.68359375","29.574203491210938","","","125.68359375","1.2999999523162842","23","42.0703125"
"2612","Supremor","7400","2016-09-21 16:11:10","2014-05-14","487.625","48.02254104614258","136.5","225.5","125.625","2.200000047683716","1","1.171875"
"1705","Marrina Smallwood","7400","2016-09-21 19:40:09","2013-04-25","1075.359375","9.74256420135498","383.90625","677.0","14.453125","","",""
"2078","Marrina Smallwood","7450","2016-09-21 16:01:36","2014-08-21","628.3203125","34.54802703857422","","","628.3203125","2.200000047683716","53","237.80976562499998"
"1272","Speedball","7200c","2016-09-21 23:09:46","2015-11-11","230.34375","59.56959533691406","54.38671875","141.0546875","34.90234375","1.2999999523162842","10","12.0"
"2335","Monsoon","7400","2016-09-21 17:42:31","2013-11-05","248.125","43.686241149902344","213.28125","","34.84375","1.7000000476837158","2","28.799999999999997"
"1632","Chronos","8400","2016-09-21 21:40:33","2016-07-18","167.578125","82.48135375976562","","","167.578125","1.100000023841858","1","3.5999999999999996"
"3522","Aleksei Sytsevich","7450","2016-09-21 21:30:59","2013-10-30","28.984375","73.40296173095703","","","28.984375","","",""
"2856","Zarek","8200","2016-09-21 18:10:39","2016-02-17","48.86328125","68.27484130859375","","","48.86328125","1.100000023841858","4","19.2"
"4066","Xemu","8200","2016-09-21 16:01:06","2016-05-13","69.82421875","43.95244598388672","","","69.82421875","","",""
"1414","Mary Zero","7400","2016-09-21 22:54:41","2014-02-26","416.21875","32.20587158203125","191.25","169.21875","55.75","1.0","1","0.5859375"
"3956","Hera","7440c","2016-09-21 18:01:24","2015-08-04","41.8828125","28.907854080200195","","","41.8828125","","",""
"3823","Gorilla-Man","7200c","2016-09-21 17:59:24","2015-06-24","69.8046875","37.9406852722168","","","69.8046875","","",""
"1478","Infectia","7200","2016-09-21 18:27:38","2014-04-17","404.6015625","50.94662857055664","153.5625","225.6875","25.3515625","3.0","1","9.375"
"679","Frigga","7450c","2016-09-21 16:47:23","2015-06-08","181.4921875","18.997243881225586","","","181.4921875","1.2999999523162842","41","94.86796875"
"1526","Doctor Doom","7450","2016-09-21 16:25:52","2014-11-10","167.53125","14.175293922424316","","","167.53125","1.2000000476837158","9","73.30546875"
"1259","Douglas Birely","7200","2016-09-21 23:17:45","2014-03-11","49.85546875","30.345529556274414","12.796875","","37.05859375","1.2000000476837158","5","12.0"
"4367","Paragon","7450c","2016-09-21 22:03:15","2015-03-05","89.859375","8.057293891906738","","","89.859375","","",""
"2193","Erik Josten","7440c","2016-09-21 19:22:57","2015-12-14","167.53125","81.41671752929688","","","167.53125","2.4000000953674316","16","307.2"
"404","Batragon","7200","2016-09-21 16:09:31","2014-05-27","118.046875","49.902381896972656","51.1875","56.40625","10.453125","1.5","1","1.2"
"2510","Druig","8200","2016-09-21 20:11:46","2016-07-19","55.859375","55.02797317504883","","","55.859375","","",""
"4475","Valkyrie","7450c","2016-09-21 19:49:39","2016-03-17","139.6484375","85.92028045654297","","","139.6484375","1.7999999523162842","2","4.8"
"1800","Blistik","20450","2016-09-21 21:14:01","2016-02-25","670.3125","64.8176040649414","","","670.3125","","",""
"549","Valinor","8450","2016-09-21 19:30:28","2015-10-08","223.4375","18.928321838378906","","","223.4375","1.899999976158142","39","113.38125"
"1714","Araña","7200c","2016-09-21 20:47:09","2015-06-08","48.86328125","10.644335746765137","","","48.86328125","1.100000023841858","6","18.9"
"1266","Krang","7400c","2016-08-26 14:24:11","2015-06-29","434.3125","40.97891616821289","209.25","169.21875","55.84375","1.0","7","26.4"
"1375","Lila Cheney","7400","2016-09-21 18:38:28","2013-07-25","282.59375","7.006801128387451","153.5625","","129.03125","1.2999999523162842","21","70.715625"
"3927","Tempus","8450","2016-09-21 21:24:13","2016-02-04","69.8046875","4.082260608673096","","","69.8046875","","",""
"2013","Ever","8400","2016-09-21 19:00:23","2016-04-11","55.859375","42.98251724243164","","","55.859375","1.5","9","35.36484375"
"131","Griffin","7400","2016-09-21 22:02:05","2014-04-15","420.859375","31.643306732177734","191.953125","211.484375","17.421875","1.7000000476837158","3","12.0234375"
"3168","Citizen V","8200","2016-09-21 16:13:32","2016-01-18","167.578125","47.0384635925293","","","167.578125","","",""
"2109","Tiboro","7400","2016-09-21 21:44:13","2014-11-14","32.5625","38.47768783569336","25.59375","","6.96875","1.100000023841858","1","1.2"
"1516","Krakkan","7200c","2016-09-21 20:37:02","2015-10-17","27.921875","19.942642211914062","","","27.921875","1.2000000476837158","3","7.199999999999999"
"3889","Harrier","8200","2016-09-21 19:20:12","2016-06-27","27.921875","46.13178253173828","","","27.921875","","",""
"1928","Gorgon","8200","2016-09-21 19:03:21","2015-10-19","223.4375","6.1215033531188965","","","223.4375","1.2000000476837158","41","192.3609375"
"3285","Archenemy","7400c","2016-09-21 16:36:38","2015-08-06","26.625","20.701290130615234","","","26.625","","",""
"1486","Tiger Shark","7200","2016-09-21 18:50:23","2015-01-12","62.796875","8.490918159484863","34.875","","27.921875","1.100000023841858","3","9.80625"
"4424","Hammerhead","8450","2016-09-07 09:55:18","2016-07-13","111.6875","88.90948486328125","","","111.6875","108.80000305175781","1","1.2"
"1951","Triathlon","7200","2016-09-21 20:09:36","2015-07-16","34.90234375","36.586456298828125","","","34.90234375","1.399999976158142","14","19.2"
"4195","Man-Thing","20450","2016-09-21 17:40:57","2016-06-01","586.5234375","86.13053894042969","","","586.5234375","","",""
"1430","Red Raven","7440c","2016-09-21 21:58:51","2015-06-12","488.6328125","27.419057846069336","","","488.6328125","","",""
"2996","Comet Man","8450","2016-09-21 18:45:04","2016-08-19","55.84375","78.50447845458984","","","55.84375","1.5","7","36.0"
"3162","Ajax","7400c","2016-09-21 21:25:34","2015-09-23","251.296875","63.54846954345703","","","251.296875","1.2000000476837158","15","36.1828125"
"1317","Hardnose","7200c","2016-09-21 23:44:24","2015-10-10","55.84375","28.042808532714844","","","55.84375","1.2000000476837158","2","24.0"
"2935","Arkus","7450","2016-09-21 00:40:57","2013-08-21","110.087890625","15.486560821533203","","","110.087890625","2.5999999046325684","16","38.389453124999996"
"1127","Misfit","8450","2016-09-21 21:11:25","2016-04-25","27.921875","19.84471321105957","","","27.921875","1.100000023841858","5","12.0"
"3300","Myron MacLain","7200c","2016-09-21 16:14:20","2015-08-19","55.84375","58.75419998168945","","","55.84375","","",""
"1244","Stonewall","7450","2016-09-21 22:55:33","2014-11-07","167.53125","34.36392593383789","","","167.53125","","",""
"1068","Glitch","7400","2016-09-21 19:13:38","2014-02-10","400.46875","48.72756576538086","255.9375","140.9375","3.59375","","1","0.001171875"
"874","Ent","20800","2016-09-21 18:04:01","2016-01-26","837.890625","40.2755241394043","","","837.890625","1.2000000476837158","199","525.9275390624999"
"368","Fin Fang Foom","7200c","2016-09-21 17:08:41","2015-06-25","111.6875","35.89640426635742","","","111.6875","1.899999976158142","29","67.50937499999999"
"2064","Mister Hyde","7200c","2016-09-21 22:06:48","2015-07-06","55.84375","0.8149133324623108","","","55.84375","","",""
"1546","Shellshock","8200","2016-09-21 20:55:34","2016-06-15","97.75390625","27.2067928314209","","","97.75390625","1.100000023841858","3","16.81171875"
"4139","Fight-Man","8400","2016-09-21 19:59:38","2015-11-25","186.625","18.89128303527832","130.78125","","55.84375","2.4000000953674316","4","3.5578125"
"3136","Banshee","7200c","2016-09-21 20:44:20","2015-05-29","20.90625","43.26420211791992","","","20.90625","1.399999976158142","6","11.390625"
"657","Troll","7200","2016-09-21 20:52:02","2015-04-15","196.2265625","19.893896102905273","104.625","84.6328125","6.96875","1.5","15","0.77109375"
"3103","Hack","8200","2016-09-21 21:54:29","2016-06-23","27.921875","59.317291259765625","","","27.921875","1.2000000476837158","3","10.799999999999999"
"1673","Peepers","7200","2016-09-21 16:03:23","2015-03-11","59.28125","42.45848846435547","52.3125","","6.96875","1.2000000476837158","1","3.5999999999999996"
"2325","Xi'an Chi Xan","7200","2016-09-21 20:48:23","2015-02-06","27.921875","8.540850639343262","","","27.921875","1.2000000476837158","7","16.171875"
"4390","Torgo the Vampire","7200c","2016-09-21 20:57:42","2015-01-07","6.96875","69.11434936523438","","","6.96875","","",""
"1775","Will o' the Wisp","7450","2016-09-21 18:30:10","2015-01-16","55.84375","45.11051940917969","","","55.84375","3.0","12","15.6"
"4422","White Fang","8400","2016-09-21 18:11:17","2016-04-22","335.15625","88.22319793701172","","","335.15625","1.0","3","28.799999999999997"
"1873","Peter Noble","7200c","2016-09-21 18:57:33","2015-04-27","200.625","79.27375793457031","","169.265625","31.359375","1.2999999523162842","9","22.185937499999998"
"1667","Star-Dancer","7450","2016-09-21 21:38:40","2015-04-16","335.0625","67.38948059082031","","","335.0625","1.2999999523162842","115","76.719140625"
"2110","Arlok","7200c","2016-09-21 19:38:40","2015-03-04","329.546875","19.51128387451172","305.15625","","24.390625","1.100000023841858","12","1.9734375"
"4155","Khonshu","8400","2016-09-21 23:39:42","2016-08-10","27.875","86.25279998779297","","","27.875","","",""
"2956","Tamara Rahn","7200","2016-09-21 22:30:23","2015-04-22","13.9375","38.508968353271484","","","13.9375","1.100000023841858","7","5.54296875"
"621","Ruth Bat-Seraph","7440c","2016-09-21 22:13:18","2015-07-27","335.15625","47.50990676879883","","","335.15625","1.2999999523162842","85","213.29296875"
"3125","Bloodsport","7200","2016-09-21 18:33:49","2014-11-08","20.90625","5.325112342834473","","","20.90625","2.0999999046325684","10","27.599999999999998"
"1665","Stuntmaster","7400","2016-09-21 22:35:05","2013-06-18","647.3125","38.62725830078125","248.625","338.53125","60.15625","1.7000000476837158","5","50.4"
"2453","Mentallo","7200c","2016-09-21 16:43:09","2015-05-08","41.8828125","49.57563781738281","","","41.8828125","1.5","5","15.6"
"252","Coachwhip","7200","2016-09-21 18:57:11","2014-10-15","6.96875","6.9226460456848145","","","6.96875","","",""
"185","Samuel "Starr" Saxon","7200","2016-09-21 22:17:04","2014-09-26","160.7421875","37.277034759521484","25.59375","128.1796875","6.96875","1.0","2","1.3171875"
"4058","Zombie","7450","2016-09-20 02:58:27","2014-12-23","335.0625","36.32892608642578","","","335.0625","","",""
"1914","Skunge the Laxidazian Troll","7450","2016-09-21 22:30:03","2014-07-25","223.375","31.622482299804688","","","223.375","1.2999999523162842","13","58.8"
"2976","Icarus","7450c","2016-09-21 19:58:39","2015-09-26","13.9375","44.268497467041016","","","13.9375","1.399999976158142","3","6.6"
"1343","Turbo","7400","2016-09-21 16:32:39","2013-11-11","363.15625","29.34934425354004","175.95703125","105.78125","81.41796875","1.0","5","12.487499999999999"
"248","Leir","8440","2016-09-21 17:55:01","2016-04-20","167.53125","89.28604888916016","","","167.53125","","",""
"118","Hardshell","V800","2016-09-21 23:07:22","2013-04-12","1476.25","23.643497467041016","955.5","451.25","69.5","","",""
"3181","Metalhead","8200","2016-09-21 19:50:00","2015-12-21","27.921875","47.53078079223633","","","27.921875","1.5","2","6.796875"
"2116","Anti-Vision","8440","2016-09-21 21:02:48","2015-10-05","335.15625","21.688228607177734","","","335.15625","1.100000023841858","8","153.6"
"36","Alibar","7440c","2016-09-21 18:01:57","2015-06-10","425.875","30.980792999267578","34.875","","391.0","1.100000023841858","390","184.00986328125"
"3972","Wonder Man","8450","2016-09-21 19:27:10","2015-12-01","83.765625","86.79817199707031","","","83.765625","1.7999999523162842","2","4.8"
"316","Sunfire","7400","2016-09-21 20:20:52","2015-02-27","122.15625","28.272897720336914","38.390625","","83.765625","1.0","10","2.4046875"
"2461","The Blank","8200","2016-09-21 23:45:20","2016-03-18","55.859375","3.475524425506592","","","55.859375","1.2000000476837158","1","2.4"
"927","Midnight","7450c","2016-09-21 16:53:21","2015-05-08","139.609375","61.53189468383789","","","139.609375","5.300000190734863","23","110.51718749999999"
"3516","Karthon the Quester","7200","2016-09-21 19:50:25","2013-02-26","104.703125","30.640947341918945","76.78125","","27.921875","1.2999999523162842","6","21.599999999999998"
"3292","Authority","8200","2016-09-21 23:01:09","2016-06-01","27.921875","64.61248016357422","","","27.921875","3.700000047683716","6","5.971875"
"1866","Destroyer","7450","2016-09-21 17:21:10","2015-02-12","167.53125","36.72938919067383","","","167.53125","1.2999999523162842","26","244.79999999999998"
"4292","Slab","8400","2016-09-21 23:47:10","2015-11-16","55.84375","31.827083587646484","","","55.84375","2.200000047683716","4","19.2"
"912","Ikthalon","7200c","2016-09-21 21:54:04","2016-05-24","34.90234375","30.330163955688477","","","34.90234375","1.399999976158142","19","19.405078125"
"919","Amphibius","7440c","2016-09-21 15:41:46","2015-10-02","303.4375","17.100282669067383","51.1875","225.625","26.625","2.9000000953674316","14","31.2"
"1168","Jimmy Woo","8440","2016-09-21 21:32:40","2015-11-05","223.4375","33.445804595947266","","","223.4375","1.5","21","110.2875"
"26","Nuklo","7400","2016-09-21 20:47:31","2013-02-06","586.28125","33.94208908081055","187.375","225.625","173.28125","1.5","26","62.7421875"
"2402","Suicide","8200","2016-09-21 20:50:03","2015-12-21","34.90234375","45.55120086669922","","","34.90234375","1.2000000476837158","1","19.2"
"1315","Carrion","7450","2016-09-21 17:43:46","2014-09-04","69.8046875","21.653608322143555","","","69.8046875","1.0","56","65.00390625"
"1246","Owl","7400c","2016-09-21 19:29:09","2016-01-20","32.5625","58.679222106933594","25.59375","","6.96875","1.100000023841858","2","2.34375"
"2925","Ghoul","20450","2016-09-21 18:25:43","2016-07-06","223.375","57.9576416015625","","","223.375","","",""
"3737","Juggernaut","7450","2016-09-21 16:01:24","2014-12-22","223.375","40.63724136352539","","","223.375","","",""
"3062","Tag","8440","2016-09-21 17:30:31","2015-12-19","429.140625","58.553157806396484","261.5625","","167.578125","1.600000023841858","5","32.4"
"2533","Wind Dancer","8400","2016-09-21 21:47:12","2016-02-05","223.4375","61.879371643066406","","","223.4375","2.0999999046325684","11","26.4"
"1589","Ereshkigal","7200","2016-09-21 22:47:14","2014-03-19","85.5078125","11.208314895629883","57.5859375","","27.921875","2.4000000953674316","2","3.5999999999999996"
"4397","N'Garai","7200c","2016-09-21 23:27:17","2016-03-25","10.453125","6.595664978027344","","","10.453125","","",""
"1833","Mandroid","8200","2016-09-21 19:03:13","2016-03-18","55.859375","46.89160919189453","","","55.859375","2.0999999046325684","5","20.4"
"1764","Baron Brimstone","7200c","2016-09-16 05:41:21","2015-03-25","49.4375","42.513431549072266","21.328125","21.140625","6.96875","1.5","2","1.323046875"
"3392","Damion Hellstrom","7200","2016-09-21 17:01:18","2014-11-05","152.0","39.419715881347656","145.03125","","6.96875","2.0","1","0.9375"
"948","Georgianna Castleberry","7200c","2016-09-21 20:44:16","2015-12-14","70.2265625","22.649904251098633","","42.3046875","27.921875","1.2000000476837158","1","1.2"
"3677","Guido Carosella","7450","2016-09-21 22:31:13","2015-06-29","399.375","22.761640548706055","","","399.375","","",""
"1562","Human Cannonball","7440c","2016-09-21 20:31:02","2015-02-05","936.54296875","56.375885009765625","305.15625","512.71875","118.66796875","3.200000047683716","20","48.0"
"4253","Nightmare","7450","2016-09-21 20:04:54","2014-08-05","292.875","16.33456039428711","","","292.875","","",""
"2799","Man-Thing","20450","2016-09-21 23:30:26","2016-01-29","684.0859375","25.759166717529297","","","684.0859375","","",""
"2621","Leash","8450","2016-09-21 18:53:29","2016-06-22","111.71875","81.5804214477539","","","111.71875","1.100000023841858","9","12.472265625"
"3158","Cobra","8200","2016-09-21 17:13:18","2015-12-10","6.96875","12.976457595825195","","","6.96875","1.100000023841858","2","2.813671875"
"3445","Felicia Hardy","8200","2016-09-21 23:04:48","2016-04-16","13.9375","60.327919006347656","","","13.9375","","",""
"4213","Robert Hunter","7400","2016-09-21 18:58:41","2014-08-12","587.90625","54.6214714050293","383.90625","169.21875","34.78125","1.100000023841858","2","1.5515625"
"4478","Zeitgeist","7450","2016-09-21 20:45:16","2014-10-22","59.90625","20.30842399597168","","","59.90625","","",""
"3299","Ebon Seeker","7450c","2016-09-21 22:54:49","2015-08-13","279.21875","29.871294021606445","","","279.21875","","",""
"1525","Karnilla","8200","2016-09-21 21:52:46","2016-02-17","71.515625","20.064998626708984","43.59375","","27.921875","1.2999999523162842","9","13.494140625"
"1980","May Parker","8200","2016-09-21 20:32:57","2016-02-08","55.859375","29.46503448486328","","","55.859375","1.600000023841858","11","22.03125"
"643","Erik Josten","7440c","2016-09-21 19:23:11","2015-11-02","670.3125","67.08537292480469","","","670.3125","2.5","33","633.6"
